game_id,player_x_id,player_o_id,move_id,pre_state,move,post_state
55,9,2,8,xxoooxx--,7,xxoooxxo-
55,9,2,9,xxoooxxo-,8,xxoooxxox
56,7,2,1,---------,0,x--------
56,7,2,2,x--------,4,x---o----
56,7,2,3,x---o----,7,x---o--x-
56,7,2,4,x---o--x-,3,x--oo--x-
56,7,2,5,x--oo--x-,6,x--oo-xx-
56,7,2,6,x--oo-xx-,5,x--oooxx-
57,7,2,1,---------,0,x--------
57,7,2,2,x--------,4,x---o----
57,7,2,3,x---o----,7,x---o--x-
57,7,2,4,x---o--x-,3,x--oo--x-
57,7,2,5,x--oo--x-,5,x--oox-x-
57,7,2,6,x--oox-x-,2,x-ooox-x-
57,7,2,7,x-ooox-x-,6,x-oooxxx-
57,7,2,8,x-oooxxx-,8,x-oooxxxo
57,7,2,9,x-oooxxxo,1,xxoooxxxo
58,7,2,1,---------,0,x--------
58,7,2,2,x--------,4,x---o----
58,7,2,3,x---o----,6,x---o-x--
58,7,2,4,x---o-x--,3,x--oo-x--
58,7,2,5,x--oo-x--,1,xx-oo-x--
58,7,2,6,xx-oo-x--,5,xx-ooox--
59,7,2,1,---------,0,x--------
59,7,2,2,x--------,4,x---o----
59,7,2,3,x---o----,2,x-x-o----
59,7,2,4,x-x-o----,1,xox-o----
59,7,2,5,xox-o----,8,xox-o---x
59,7,2,6,xox-o---x,5,xox-oo--x
59,7,2,7,xox-oo--x,6,xox-oox-x
59,7,2,8,xox-oox-x,3,xoxooox-x
60,7,2,1,---------,0,x--------
60,7,2,2,x--------,4,x---o----
60,7,2,3,x---o----,8,x---o---x
60,7,2,4,x---o---x,1,xo--o---x
60,7,2,5,xo--o---x,7,xo--o--xx
60,7,2,6,xo--o--xx,6,xo--o-oxx
60,7,2,7,xo--o-oxx,2,xox-o-oxx
60,7,2,8,xox-o-oxx,5,xox-oooxx
60,7,2,9,xox-oooxx,3,xoxxoooxx
61,3,7,1,---------,2,--x------
61,3,7,2,--x------,0,o-x------
61,3,7,3,o-x------,5,o-x--x---
61,3,7,4,o-x--x---,1,oox--x---
61,3,7,5,oox--x---,3,ooxx-x---
61,3,7,6,ooxx-x---,4,ooxxox---
61,3,7,7,ooxxox---,8,ooxxox--x
62,3,7,1,---------,7,-------x-
62,3,7,2,-------x-,0,o------x-
62,3,7,3,o------x-,6,o-----xx-
62,3,7,4,o-----xx-,4,o---o-xx-
62,3,7,5,o---o-xx-,8,o---o-xxx
63,3,7,1,---------,7,-------x-
63,3,7,2,-------x-,0,o------x-
63,3,7,3,o------x-,6,o-----xx-
63,3,7,4,o-----xx-,5,o----oxx-
63,3,7,5,o----oxx-,1,ox---oxx-
63,3,7,6,ox---oxx-,2,oxo--oxx-
63,3,7,7,oxo--oxx-,4,oxo-xoxx-
64,3,7,1,---------,0,x--------
64,3,7,2,x--------,8,x-------o
64,3,7,3,x-------o,2,x-x-----o
64,3,7,4,x-x-----o,5,x-x--o--o
64,3,7,5,x-x--o--o,1,xxx--o--o
65,3,7,1,---------,3,---x-----
65,3,7,2,---x-----,0,o--x-----
65,3,7,3,o--x-----,1,ox-x-----
65,3,7,4,ox-x-----,2,oxox-----
65,3,7,5,oxox-----,6,oxox--x--
65,3,7,6,oxox--x--,8,oxox--x-o
65,3,7,7,oxox--x-o,4,oxoxx-x-o
65,3,7,8,oxoxx-x-o,5,oxoxxox-o
66,3,10,1,---------,8,--------x
66,3,10,2,--------x,3,---o----x
66,3,10,3,---o----x,2,--xo----x
66,3,10,4,--xo----x,4,--xoo---x
66,3,10,5,--xoo---x,5,--xoox--x
67,3,10,1,---------,2,--x------
67,3,10,2,--x------,5,--x--o---
67,3,10,3,--x--o---,0,x-x--o---
67,3,10,4,x-x--o---,8,x-x--o--o
67,3,10,5,x-x--o--o,1,xxx--o--o
68,3,10,1,---------,1,-x-------
68,3,10,2,-x-------,5,-x---o---
68,3,10,3,-x---o---,2,-xx--o---
68,3,10,4,-xx--o---,0,oxx--o---
68,3,10,5,oxx--o---,4,oxx-xo---
68,3,10,6,oxx-xo---,7,oxx-xo-o-
68,3,10,7,oxx-xo-o-,6,oxx-xoxo-
69,3,10,1,---------,2,--x------
69,3,10,2,--x------,7,--x----o-
69,3,10,3,--x----o-,0,x-x----o-
69,3,10,4,x-x----o-,5,x-x--o-o-
69,3,10,5,x-x--o-o-,1,xxx--o-o-
70,3,10,1,---------,4,----x----
70,3,10,2,----x----,7,----x--o-
70,3,10,3,----x--o-,0,x---x--o-
70,3,10,4,x---x--o-,3,x--ox--o-
70,3,10,5,x--ox--o-,1,xx-ox--o-
70,3,10,6,xx-ox--o-,8,xx-ox--oo
70,3,10,7,xx-ox--oo,2,xxxox--oo
71,3,1,1,---------,6,------x--
71,3,1,2,------x--,4,----o-x--
71,3,1,3,----o-x--,3,---xo-x--
71,3,1,4,---xo-x--,2,--oxo-x--
71,3,1,5,--oxo-x--,0,x-oxo-x--
72,3,1,1,---------,5,-----x---
72,3,1,2,-----x---,0,o----x---
72,3,1,3,o----x---,2,o-x--x---
72,3,1,4,o-x--x---,6,o-x--xo--
72,3,1,5,o-x--xo--,3,o-xx-xo--
72,3,1,6,o-xx-xo--,8,o-xx-xo-o
72,3,1,7,o-xx-xo-o,4,o-xxxxo-o
73,3,1,1,---------,6,------x--
73,3,1,2,------x--,5,-----ox--
73,3,1,3,-----ox--,0,x----ox--
73,3,1,4,x----ox--,2,x-o--ox--
73,3,1,5,x-o--ox--,3,x-ox-ox--
74,3,1,1,---------,1,-x-------
74,3,1,2,-x-------,4,-x--o----
74,3,1,3,-x--o----,0,xx--o----
74,3,1,4,xx--o----,2,xxo-o----
74,3,1,5,xxo-o----,6,xxo-o-x--
74,3,1,6,xxo-o-x--,5,xxo-oox--
74,3,1,7,xxo-oox--,3,xxoxoox--
75,3,1,1,---------,6,------x--
75,3,1,2,------x--,5,-----ox--
75,3,1,3,-----ox--,0,x----ox--
75,3,1,4,x----ox--,2,x-o--ox--
75,3,1,5,x-o--ox--,3,x-ox-ox--
